file_path,noise_vector
generated_females\female_0877.png,"[[0.44691380858421326, 2.4519660472869873, 1.5805885791778564, 0.9538313150405884, -0.865272045135498, 0.788203775882721, -0.32427698373794556, -1.2275441884994507, -0.07946183532476425, 1.0569087266921997, -0.7542478442192078, 0.056367333978414536, 0.00016879031318239868, 0.004551267251372337, -0.42061078548431396, 1.4292148351669312, 1.2003520727157593, -0.7458916306495667, 0.6751371622085571, -0.9620764255523682, -0.9498253464698792, 0.15062196552753448, -0.39986541867256165, 1.4648808240890503, -0.013127345591783524, 0.15282689034938812, 0.8264771699905396, 0.04070708528161049, -0.15396003425121307, 0.6198265552520752, 0.5450998544692993, 0.11304837465286255, 0.23732171952724457, 0.5599877834320068, 0.008175114169716835, -0.45763951539993286, -0.3029105067253113, 0.6004016399383545, 0.8651333451271057, -1.6209943294525146, -0.56529301404953, 0.29866817593574524, 0.6852190494537354, -2.232586145401001, -0.6213148832321167, 1.2374989986419678, 0.8751969933509827, 1.5325806140899658, -0.6706445217132568, -0.7568209767341614, -0.6199509501457214, 0.6688901782035828, -0.6993233561515808, -1.048499345779419, 0.47359833121299744, 2.3949146270751953, -0.40809786319732666, 1.196407675743103, -0.7984262108802795, -0.8438389301300049, -0.14834655821323395, -0.7992291450500488, 1.1473472118377686, -1.1105802059173584, 0.5618247389793396, -0.5824413299560547, 0.9329409003257751, 1.7776821851730347, 1.6198363304138184, -1.4827187061309814, -3.162541151046753, -1.1564393043518066, -0.39193928241729736, 1.2167671918869019, -0.4126855731010437, 0.5793814063072205, -0.405792236328125, 1.2046802043914795, 0.7903200387954712, 1.343888759613037, -1.3268325328826904, 0.13818788528442383, -1.2825051546096802, -0.6376252174377441, 0.8763497471809387, -1.2164280414581299, -0.08750667423009872, -1.0230836868286133, 0.13118411600589752, -1.0560204982757568, -1.5480915307998657, -0.26123857498168945, -0.8955435156822205, -0.408132940530777, 0.7978729009628296, 0.4924093782901764, 0.5877848863601685, 1.1128665208816528, 0.34177491068840027, 0.5865204930305481]]"
generated_females\female_0878.png,"[[-0.08188942074775696, 1.4238080978393555, 0.8362765312194824, 1.7686963081359863, -1.2769341468811035, -0.21986280381679535, 1.0063952207565308, -0.13917073607444763, 1.2310997247695923, -0.2570265829563141, 0.40028896927833557, 1.8261350393295288, -1.0230045318603516, 0.5843434929847717, -0.970231294631958, 1.1482148170471191, 1.472563624382019, -0.5283080339431763, -0.9728500843048096, -0.07849021255970001, -0.5642091035842896, 2.833266496658325, 0.48581865429878235, -0.35068193078041077, 0.10224262624979019, -1.750563621520996, -0.4276643693447113, -1.616968035697937, -0.7467232942581177, 0.8618454933166504, 0.9357605576515198, -1.2126119136810303, 1.8146599531173706, 0.6063725352287292, -0.3158358335494995, 0.4942721724510193, -0.2006206214427948, 0.42202267050743103, 1.330190658569336, -1.3712077140808105, 0.11903145164251328, 1.8040460348129272, 0.34595656394958496, 0.8662263751029968, 1.2242251634597778, 1.3494787216186523, 1.0025634765625, 1.5471659898757935, -0.007308830041438341, 0.07495179027318954, 0.028608735650777817, -0.26953116059303284, -0.5672969222068787, -2.4690258502960205, -0.5103383660316467, 0.5062382221221924, 0.578178882598877, -0.2574589252471924, -0.15432371199131012, -1.721016764640808, -1.189212441444397, -1.3755460977554321, -0.2638849914073944, -0.48120710253715515, -1.5194900035858154, 0.035984963178634644, -0.6961483955383301, -0.414855420589447, -0.64179927110672, 0.06829964369535446, -1.8957653045654297, -2.1173715591430664, 0.6073408722877502, 1.511884331703186, 1.8254576921463013, -0.05020199716091156, -0.09200938045978546, -0.18220871686935425, -0.8686339259147644, -0.239813432097435, -0.9445265531539917, -0.0879923477768898, 0.17763814330101013, 1.7073110342025757, 0.5753490328788757, -0.7503578662872314, -0.30172836780548096, -0.4787207543849945, -3.082446813583374, -0.4151199162006378, 0.3211725354194641, -0.4619412422180176, -0.18425573408603668, 0.38287249207496643, 0.08219409734010696, 0.833276629447937, -2.5952210426330566, -0.3930598795413971, -0.3806181252002716, 3.2248008251190186]]"
generated_females\female_0879.png,"[[-0.8986032605171204, -1.8165146112442017, -0.6731255650520325, 1.4480115175247192, 0.13491864502429962, 1.0846885442733765, 0.2324967086315155, 0.4912826120853424, -0.05304242670536041, 2.5056846141815186, 0.534254789352417, 0.09135422110557556, 0.8163764476776123, 0.39565369486808777, 0.34574368596076965, 1.9470421075820923, 2.941593647003174, 0.3164086639881134, -0.35221004486083984, 0.03799741342663765, 0.7547106146812439, 0.6052505970001221, 0.3455801010131836, -0.23696443438529968, -1.3068530559539795, -0.02610933408141136, 1.0781720876693726, 2.4681549072265625, -0.19842788577079773, 0.24808546900749207, 0.18036018311977386, -0.682213544845581, -0.020032204687595367, 0.8398399949073792, -1.0212472677230835, 0.6305414438247681, -0.22025525569915771, 0.8712818026542664, 0.13559724390506744, 0.7974383234977722, -2.6299071311950684, -1.0109882354736328, -0.6060535311698914, 0.36079806089401245, -0.18071869015693665, -0.8431176543235779, -0.6266535520553589, -2.0940957069396973, 2.1405577659606934, -1.3646775484085083, -0.58205646276474, 0.6081773042678833, 0.04408532753586769, -1.2579602003097534, 1.0243520736694336, 1.722597360610962, -1.0319039821624756, -1.1298458576202393, 0.06970404088497162, 0.8008135557174683, 0.2671717703342438, -1.3818693161010742, -1.0275706052780151, 0.3131664991378784, -0.6479994058609009, -1.085125207901001, 0.9997725486755371, 0.3145129978656769, 0.18326491117477417, 0.21626336872577667, 0.2251150906085968, -0.7336320877075195, 2.0457746982574463, -1.5642973184585571, -0.5496978759765625, -1.8457778692245483, 0.00908930879086256, -1.069513201713562, 0.5283554196357727, -1.704259991645813, -1.5113383531570435, 0.7873203158378601, 0.4394436180591583, -0.2905554473400116, -0.4567633867263794, -1.5453221797943115, 1.0795139074325562, -0.23025205731391907, -1.1875720024108887, -0.6487956047058105, -0.5151497721672058, -0.523249626159668, 1.965867042541504, 0.3382275700569153, -0.06917977333068848, 0.3786771893501282, -0.5407502055168152, 1.2246984243392944, 0.35211414098739624, -1.1981124877929688]]"
generated_females\female_0880.png,"[[-0.39587435126304626, -0.8183882236480713, -0.8263667225837708, -0.05135727301239967, -0.07200956344604492, -1.2125160694122314, 0.928439736366272, -0.21883703768253326, 0.5964950919151306, 2.0925180912017822, 1.531996488571167, -0.12861517071723938, -1.3790050745010376, -0.19245176017284393, 1.0335884094238281, 0.033002521842718124, -0.1434667408466339, 0.8284074664115906, -1.0384440422058105, -0.4707881510257721, -0.31839457154273987, 2.247035503387451, 0.669784426689148, 0.06356630474328995, 0.49371954798698425, 1.1393554210662842, -0.2885667383670807, -1.3899682760238647, -0.7202405333518982, 0.4127635359764099, -0.22002866864204407, -0.6208895444869995, 0.0373261496424675, 0.9523013234138489, -0.19872023165225983, 0.0863669365644455, -0.917031466960907, -0.61500483751297, 0.25881263613700867, -0.9708783030509949, -1.7667475938796997, -0.7403246760368347, 0.048167724162340164, -1.180416464805603, -1.1231908798217773, -0.05731431394815445, -0.01238399837166071, -0.05118764191865921, 0.028382178395986557, -0.06001618504524231, -0.6842522621154785, -0.12248138338327408, 0.411943256855011, -0.6231403350830078, -1.0157960653305054, -0.29866862297058105, 1.6235324144363403, -0.889603316783905, -1.1431989669799805, -0.8660763502120972, -1.7789638042449951, 1.541158676147461, 0.28667205572128296, -1.0853232145309448, 0.263453871011734, -1.0718861818313599, 1.2957686185836792, 1.8459787368774414, -1.8016929626464844, 0.540826141834259, 2.031050443649292, 0.7336653470993042, -1.0423258543014526, -0.26188647747039795, -2.1581099033355713, 0.05909249559044838, -0.48514097929000854, 0.2970477342605591, 1.45994234085083, 2.0630860328674316, 0.7845181226730347, -0.3997751772403717, 0.46369898319244385, 1.658070683479309, 1.0533257722854614, 0.07848409563302994, 0.018802620470523834, 0.3606155514717102, -0.6299912929534912, -0.26261061429977417, 1.5762228965759277, 1.2166399955749512, -0.6985177993774414, 0.5540958642959595, 6.630847929045558e-05, 0.7439301609992981, -0.10327879339456558, -0.3653446435928345, 0.08997762948274612, -1.390320062637329]]"
generated_females\female_0881.png,"[[1.1098990440368652, 0.37019503116607666, 0.2632851302623749, 1.3370542526245117, -0.5626460313796997, -0.7481027841567993, -0.2232648879289627, 0.5739223957061768, -0.041048768907785416, 0.1184288039803505, -1.9896931648254395, 0.13660965859889984, -0.40209051966667175, -0.3999063968658447, -0.3691023290157318, 1.0442357063293457, 1.2885198593139648, -0.2293509691953659, -0.16541291773319244, -0.24662743508815765, 0.5151640176773071, 0.31987977027893066, 2.4213194847106934, -0.9785884618759155, -0.36291900277137756, 1.0965005159378052, -0.6718655824661255, -0.3688037693500519, 0.33951008319854736, 1.982954740524292, 0.5447693467140198, -0.25905418395996094, -0.8431053757667542, 0.5914012789726257, -0.8923788666725159, -0.70602947473526, 0.518970787525177, -0.9054995775222778, -0.4715481996536255, -0.6893267035484314, -0.7943510413169861, -0.7334905862808228, 0.5695797204971313, -1.5748639106750488, 0.41188639402389526, -1.537136435508728, -1.2801015377044678, -0.897770881652832, -0.8408201336860657, 1.5641673803329468, -0.844306230545044, 1.69748854637146, -0.24381564557552338, -2.6095681190490723, -0.09274915605783463, -0.6041051149368286, 0.6149994730949402, 0.4365675151348114, 0.2898992598056793, 1.4420779943466187, -0.5246465802192688, 1.2219973802566528, -0.6111705899238586, 2.6481754779815674, 1.5809167623519897, 3.6273984909057617, -0.8368406891822815, 0.13578586280345917, -0.1326342225074768, -0.13661715388298035, -0.47426411509513855, -1.0168980360031128, -1.1871784925460815, 0.6391615271568298, 0.9978702068328857, 0.6440545916557312, 0.3220953345298767, 0.3110366761684418, -0.10087641328573227, -1.5959255695343018, 0.7551679611206055, 1.1332236528396606, 0.07548774033784866, 1.826159119606018, -0.4869207739830017, -0.343879759311676, 0.08967230468988419, 0.13035878539085388, 0.06990877538919449, -0.5475271344184875, -0.24882552027702332, 0.8763955235481262, 0.4424062967300415, -0.5348181128501892, -1.9885090589523315, 0.09739959239959717, -1.9979861974716187, 1.7588942050933838, 0.3505735397338867, 0.2919275164604187]]"
generated_females\female_0882.png,"[[1.1620891094207764, 0.15441015362739563, -0.7753558158874512, 1.1772345304489136, -0.6576842069625854, 0.32095322012901306, -0.382323294878006, -0.6061663627624512, 0.58453369140625, 0.4904114305973053, -0.10868750512599945, -0.6055670380592346, -0.35565927624702454, -1.1836421489715576, -0.6890355348587036, -0.7050319910049438, -2.3680241107940674, 0.6837463974952698, 0.15316885709762573, -0.2149445116519928, 0.44508057832717896, 1.4561975002288818, 0.62682044506073, -0.10126911848783493, -1.7025220394134521, -1.0399490594863892, -0.8437224626541138, 1.4028831720352173, 0.5221362113952637, -1.154415488243103, 1.2401604652404785, 0.9212279915809631, -1.7274267673492432, 0.0901699885725975, 1.0839300155639648, 2.703068494796753, 0.3540935814380646, 0.4929333031177521, -1.3645939826965332, 0.5596097111701965, 0.7902072072029114, 1.1364880800247192, -0.634924590587616, 0.06953684985637665, -0.16943594813346863, 0.12293506413698196, -0.9281494617462158, -1.4142489433288574, 0.7459923624992371, -1.1731979846954346, 1.2336965799331665, -1.69254469871521, 0.4625093340873718, 0.5517252683639526, 1.3211015462875366, -1.2646206617355347, -1.441879391670227, 0.3920973241329193, 0.02085796557366848, -1.2241512537002563, 0.28747424483299255, 1.5576785802841187, -0.5148495435714722, -1.0082017183303833, -0.09928973019123077, -1.9467567205429077, -0.6620949506759644, -2.398247241973877, -0.49372634291648865, 0.7300003170967102, -0.36555907130241394, 1.3570595979690552, -0.21742704510688782, 0.4516918659210205, -0.3311214745044708, -1.5523791313171387, 0.42060279846191406, 1.167611837387085, -0.8540323376655579, -0.49572786688804626, -0.587354838848114, 0.045326147228479385, 0.3478338420391083, 1.5986450910568237, 0.8189889788627625, -0.34875935316085815, 0.7417164444923401, -0.638643205165863, -2.0981929302215576, -1.2712513208389282, -0.5165172815322876, -0.04922835901379585, 0.5438248515129089, 0.16178464889526367, 1.1371161937713623, -0.6904155015945435, -1.5591256618499756, -0.3762266933917999, 1.1174120903015137, -0.5205115079879761]]"
generated_females\female_0883.png,"[[1.3005467653274536, 0.1848878562450409, -0.4213904142379761, 0.11586210131645203, 0.1341225504875183, -1.6096282005310059, 0.6105968356132507, 0.1761683225631714, 1.3907297849655151, 0.42034605145454407, 0.38578101992607117, -1.0952086448669434, 1.011521577835083, 0.6464701890945435, 0.3666304349899292, -1.2723673582077026, 0.37942788004875183, -0.3105394244194031, 1.0445246696472168, -0.3201059401035309, -2.6920511722564697, 0.9902362823486328, 1.1842896938323975, -0.002939673140645027, 0.019681233912706375, -0.5873907804489136, 2.5068352222442627, -1.0785181522369385, 1.3296945095062256, 0.8516583442687988, 1.048769474029541, -0.6258130073547363, -0.08348192274570465, 3.098424196243286, 1.4638755321502686, 2.090407609939575, -0.8361147046089172, -1.0367910861968994, 0.3477167785167694, 1.5837233066558838, -0.6834028959274292, -0.4627326726913452, 0.03239917382597923, -0.9436472654342651, -1.2063592672348022, -0.05903932824730873, 1.8538402318954468, -0.24340783059597015, 0.8779292106628418, 1.1932296752929688, 0.13454081118106842, -0.6155815124511719, -1.4510608911514282, -0.9176865220069885, 0.18562377989292145, -0.5073975324630737, 1.3585642576217651, -2.5037927627563477, -0.6833990216255188, -0.7909654974937439, 0.25067535042762756, -0.47487711906433105, 1.1659427881240845, 2.0665059089660645, -0.7057075500488281, -1.2513457536697388, 1.1745792627334595, -1.2199193239212036, -0.1657349318265915, -0.4766203761100769, 0.8956105709075928, 0.3778427541255951, 1.5398293733596802, -0.3295240104198456, -2.4196691513061523, -0.19660839438438416, -1.4824388027191162, -1.0297528505325317, 0.4943748116493225, -0.4082774817943573, 0.7946141958236694, -0.011722867377102375, -1.325473666191101, 1.1580421924591064, 0.363475501537323, -0.08284974098205566, -0.1708686202764511, 0.01893715374171734, -1.9975311756134033, 0.031404536217451096, -1.007839560508728, -1.0917898416519165, 0.06915675848722458, 1.8565969467163086, 0.864026665687561, 0.47622743248939514, -0.30242326855659485, 1.0938597917556763, -2.4542086124420166, -0.5845394134521484]]"
generated_females\female_0884.png,"[[0.07158180326223373, 0.9092596769332886, 0.08744999766349792, 0.026330512017011642, 1.0598570108413696, 0.24572442471981049, -0.9391806721687317, 0.9580085873603821, -0.7906473875045776, -1.0506868362426758, -0.13700509071350098, -0.04362091049551964, -0.9411778450012207, 2.645372152328491, -0.15784864127635956, 0.81363844871521, 0.6915188431739807, -0.43721550703048706, -1.1093850135803223, -0.1310737580060959, -0.5576488375663757, 0.3286280632019043, -0.13471564650535583, -0.17580173909664154, -0.5987520217895508, 0.13607238233089447, -0.9024508595466614, -0.08576828241348267, -0.018870575353503227, 0.3400866389274597, 0.26121634244918823, 1.7102407217025757, -0.18839780986309052, 2.199995756149292, -0.8099257349967957, -0.18569186329841614, -0.8617372512817383, -0.23704592883586884, -0.9215349555015564, 0.5809095501899719, -1.6002297401428223, 1.3993932008743286, 0.9030110239982605, 1.8814960718154907, -0.4565426707267761, -0.03613835573196411, 0.27399206161499023, -0.0495762936770916, -1.3363357782363892, 1.9798414707183838, 1.0702533721923828, 0.42550286650657654, -0.6104730367660522, 0.1867818385362625, -0.7793798446655273, 1.4253177642822266, 0.3853537142276764, 0.6505113840103149, -0.2858442962169647, -0.2813810110092163, 0.23383918404579163, 1.9202778339385986, -0.803703248500824, 2.0749640464782715, -1.2175469398498535, -0.6444708704948425, 0.35395580530166626, -0.7523958086967468, -1.2316863536834717, 0.28570321202278137, -2.3384037017822266, -1.1442469358444214, -1.0093978643417358, 1.3713629245758057, 1.0255881547927856, -1.0400155782699585, 0.46009814739227295, 1.4568761587142944, 0.030858861282467842, 0.3465336561203003, 0.7796594500541687, 0.4391765594482422, -0.27057498693466187, -0.28993427753448486, -0.36305946111679077, -0.49791571497917175, -0.03536093980073929, -0.43024590611457825, 1.3076049089431763, -0.6627144813537598, -1.4630537033081055, 0.5467579960823059, -0.5495476722717285, -1.1036659479141235, 0.15877003967761993, -0.8885576725006104, -0.10523292422294617, 1.3897311687469482, -0.44363147020339966, -0.10381647199392319]]"
generated_females\female_0885.png,"[[0.7672096490859985, -1.835978627204895, 0.047465864568948746, 1.3194427490234375, 0.7235898375511169, 1.3206645250320435, 1.3658777475357056, -0.9843397736549377, -1.0222361087799072, 0.23891489207744598, 0.5069137215614319, 0.3925457000732422, 1.2832412719726562, 0.9047831892967224, -0.06300726532936096, 1.398032546043396, -0.5954209566116333, -0.9854855537414551, -1.7180016040802002, -0.23594017326831818, -0.4736301898956299, -0.7695044279098511, 0.16703085601329803, -1.0568302869796753, -0.8513174057006836, -1.1333324909210205, -0.3762572705745697, 0.6127623319625854, -0.17531627416610718, 0.3823513984680176, 0.538557231426239, 0.5166034698486328, 0.06581328064203262, 1.9277987480163574, -0.499599814414978, -0.7572758197784424, 1.5235439538955688, 0.04569647088646889, -0.8546691536903381, -0.539838433265686, -0.6878895163536072, 1.2615605592727661, 0.13944751024246216, 1.286953091621399, 0.847954511642456, 0.6452759504318237, -1.1338894367218018, 0.6810870170593262, -1.3292510509490967, 0.8044645190238953, 1.0267127752304077, -0.6865884065628052, -0.0940612405538559, 1.4575191736221313, -1.1750885248184204, -0.2510119676589966, -1.5686002969741821, 0.5398865938186646, -0.44601020216941833, 0.64041668176651, -0.7718603610992432, 1.4802217483520508, -1.088394284248352, 0.4740115702152252, 0.49664658308029175, 0.544511079788208, -1.3747003078460693, -0.6745273470878601, 0.8736133575439453, -0.76796954870224, -0.49003705382347107, -1.3379744291305542, 0.5854769349098206, -0.05181145295500755, -0.055022817105054855, -1.7704921960830688, 0.23394739627838135, -0.004938019905239344, -1.292657494544983, 0.4924655556678772, -1.6140061616897583, 1.3456171751022339, 1.2491999864578247, -0.7652376890182495, -0.8117122650146484, -1.0785672664642334, -0.7688184380531311, 0.12825477123260498, -1.2307947874069214, 1.065644383430481, 0.005990722216665745, -1.1465187072753906, -0.5378249883651733, 0.3526262044906616, -0.1130124107003212, 0.298505574464798, -0.6033337712287903, -0.9662687182426453, 0.8984638452529907, -1.7948886156082153]]"
generated_females\female_0886.png,"[[-0.8870675563812256, 0.7227455973625183, 0.2727574408054352, 0.5893455147743225, 1.7529898881912231, 1.611857533454895, -1.4348962306976318, 0.070841945707798, 1.1032748222351074, -2.342339277267456, -0.4885042905807495, -2.8975577354431152, 1.2147573232650757, 0.996627151966095, 0.7922024726867676, -0.7782325148582458, 0.3110228180885315, 0.4076186418533325, -0.8087243437767029, 0.05327179282903671, -1.0176475048065186, 0.46820876002311707, 0.06398766487836838, 0.03777381405234337, -0.32923179864883423, 1.5768918991088867, 0.14368793368339539, -1.0536266565322876, -0.7866321206092834, 0.5712939500808716, 1.0834484100341797, 0.4327547252178192, 0.7007558941841125, 0.7131180763244629, 2.0982677936553955, -0.2565024495124817, -1.4139814376831055, -0.25764331221580505, -0.665342390537262, -0.40427595376968384, -2.4840517044067383, 1.355868935585022, -0.8071436882019043, -0.13561202585697174, 0.8464869260787964, -0.7207382321357727, -1.3995561599731445, -0.47973161935806274, -0.08378414809703827, -0.5132995247840881, 0.04619057476520538, -1.5175678730010986, 0.479764848947525, 1.5652965307235718, 1.8457961082458496, -0.43762779235839844, -1.1406662464141846, -0.39674246311187744, -0.6105203628540039, 0.09485089778900146, -0.7736818194389343, 1.3515539169311523, -0.6995295882225037, -0.45619815587997437, -0.7640753388404846, 0.6831247210502625, -0.7426810264587402, 0.6499917507171631, 1.135025143623352, 1.2711408138275146, -1.2808666229248047, -0.8572012782096863, -1.1033108234405518, 0.7255770564079285, -0.27698656916618347, 0.4542543590068817, 1.122466802597046, 0.34840792417526245, 0.026181213557720184, -1.0924186706542969, 0.06412655115127563, 0.10378339886665344, -0.5699290633201599, -0.5335098505020142, -0.038204118609428406, 0.370393842458725, 0.16838636994361877, 0.5209436416625977, -0.7726329565048218, 0.43480315804481506, -0.4800841212272644, 0.9013139605522156, -0.6109776496887207, -0.8281845450401306, -0.014651629142463207, 0.022005833685398102, 0.9264234900474548, 0.3458729684352875, -1.2205865383148193, 1.1882152557373047]]"
generated_females\female_0887.png,"[[0.543609619140625, 0.12011422961950302, 0.9805233478546143, -0.6472638249397278, 0.35023656487464905, 0.7845075726509094, -0.5799858570098877, 0.09135027974843979, -0.17146709561347961, 0.19070802628993988, -1.4374711513519287, -0.8059361577033997, -1.2552324533462524, 0.061881206929683685, 0.4477175176143646, 0.6705436110496521, 1.9866552352905273, 2.203248977661133, -0.8320286273956299, -0.98612380027771, -0.2881385087966919, -0.30358195304870605, 1.6701102256774902, 0.3029802143573761, -0.02764306589961052, -0.5333928465843201, 0.35759612917900085, 0.1408035308122635, -0.2844868302345276, 0.7992232441902161, -1.2753620147705078, 1.4744175672531128, -1.0609549283981323, -1.5714813470840454, 0.35787585377693176, 1.3382059335708618, 0.5346603393554688, 0.20439256727695465, 2.848048686981201, -0.38176581263542175, -0.4443865716457367, -0.20516425371170044, 0.47586652636528015, -0.21861957013607025, 0.645642876625061, 0.9262389540672302, -1.1606024503707886, 1.947478175163269, -0.5683874487876892, -0.5757550001144409, -1.4276319742202759, -1.9944899082183838, -0.45319876074790955, -1.1345012187957764, -0.8494466543197632, 1.0122699737548828, 0.7452338337898254, -0.13027313351631165, -0.3131195306777954, 1.0264323949813843, 0.6832531690597534, 1.036010980606079, -0.6472560167312622, -0.7294889092445374, 1.5918956995010376, -0.6220131516456604, -1.5902063846588135, -2.1385762691497803, -1.10178542137146, 2.610548257827759, 0.0029572793282568455, 0.18733519315719604, -1.1733908653259277, -0.49778053164482117, 1.1012006998062134, 1.224958062171936, -1.4533538818359375, 0.5202208161354065, 0.1597539782524109, -0.3450107276439667, 1.0070240497589111, 0.5817890763282776, 0.21565762162208557, 1.6148194074630737, -1.4885921478271484, 0.5108760595321655, -1.5363600254058838, -0.7740574479103088, -1.1074202060699463, -0.1767154186964035, 0.5174520611763, 0.16124096512794495, 0.7001566886901855, -0.16234171390533447, 1.5568526983261108, -1.3542397022247314, -0.8984434604644775, 1.3606560230255127, -0.4543030560016632, -1.5321165323257446]]"
generated_females\female_0888.png,"[[-0.48669689893722534, -0.6213729977607727, -1.818184494972229, 0.5160305500030518, 0.6224057674407959, -0.037440523505210876, -0.1492709219455719, 0.4209407567977905, 2.0905463695526123, 2.8814947605133057, 0.8461060523986816, -0.5092440843582153, -0.4723164737224579, -0.9310770630836487, 1.161039113998413, -0.4279029667377472, 1.13687264919281, 1.2682491540908813, -0.6310260891914368, 0.19904623925685883, -0.9731792211532593, 0.40039345622062683, -0.5442497730255127, 0.9885312914848328, -0.9223877787590027, -0.06073154881596565, 2.6873631477355957, -0.4576495587825775, -1.9519472122192383, 0.058712437748909, -0.9889208674430847, 0.04860493168234825, 1.3508106470108032, 0.4908715784549713, 0.16580553352832794, -0.9991104006767273, -1.5495213270187378, 0.5610719323158264, 2.0370354652404785, 0.626603901386261, 0.03909856826066971, 1.6016473770141602, 0.7581107020378113, 1.944595217704773, -0.6976653337478638, 0.3530747890472412, 0.7338147759437561, 0.07222560793161392, -0.025324413552880287, -1.4809441566467285, 0.4691685736179352, -0.9695625305175781, 0.5888821482658386, 2.308377742767334, 1.4953078031539917, 1.3306231498718262, 0.14743557572364807, -0.42051249742507935, -1.126181721687317, 0.35309121012687683, -0.8688089847564697, 1.3415277004241943, -1.5875258445739746, -1.0446618795394897, -0.11240974813699722, -1.3335721492767334, -0.6271681189537048, -1.070573329925537, 0.8945011496543884, -0.5179060697555542, -0.67674720287323, -0.8329856991767883, 0.25883305072784424, 0.9976587891578674, 0.8394620418548584, -1.0774986743927002, 0.7726372480392456, 0.7713639736175537, -0.950890064239502, 1.2677702903747559, -1.0601873397827148, 0.4623887538909912, 1.0949270725250244, -0.13501805067062378, -0.15249843895435333, 1.5208145380020142, 0.21702757477760315, -1.1876170635223389, 0.18008871376514435, 0.36871138215065, -0.1231776550412178, 1.4771289825439453, -0.4623224139213562, -0.07040661573410034, -0.22092124819755554, -0.22443830966949463, -1.1704950332641602, 0.562623143196106, -0.5121053457260132, -2.574518918991089]]"
generated_females\female_0889.png,"[[-0.12292928248643875, 0.07232293486595154, 1.7210348844528198, 0.6847192645072937, 1.1902953386306763, -0.7609716057777405, 0.40963613986968994, 1.1202099323272705, 1.5402499437332153, 0.5946145057678223, -0.3902435004711151, -2.393704414367676, -0.6426726579666138, 0.5249600410461426, 0.3301210105419159, 0.49394333362579346, -0.4020196199417114, -1.2720212936401367, -0.9281753301620483, 0.15319931507110596, -0.31992411613464355, 0.5082826018333435, 1.9105333089828491, 0.6186705231666565, 1.062158465385437, 1.440115213394165, -0.09754759818315506, -0.9009799361228943, -0.9302187561988831, 1.013332486152649, -0.3452005088329315, 0.03247663006186485, -0.8119311332702637, -0.6191584467887878, -0.6442142724990845, 0.5627554059028625, -0.612451434135437, 2.57120943069458, 1.3324837684631348, -1.3151884078979492, 0.08829190582036972, -0.26134318113327026, 0.7703786492347717, -0.4759855270385742, 0.47125867009162903, 1.2942289113998413, 0.9533873200416565, 0.11521845310926437, 1.2842293977737427, 1.1074399948120117, 1.6155897378921509, 1.157968521118164, -1.5136265754699707, 0.10081670433282852, -1.9500683546066284, -1.1299686431884766, -0.10205667465925217, -1.0633586645126343, 0.994037389755249, -1.8082070350646973, 0.23916353285312653, -0.3226887583732605, -0.141638845205307, 1.0522476434707642, -0.35889244079589844, -2.1182167530059814, 0.813748300075531, 0.36870402097702026, 0.46711495518684387, -0.3073577582836151, 0.7614277005195618, -1.830809473991394, -2.3491711616516113, 0.5492205619812012, -1.4143420457839966, -0.9091878533363342, -0.8342311382293701, 0.8003696203231812, 0.10910709947347641, 0.12495507299900055, 1.3396315574645996, -0.5471483469009399, 0.29917699098587036, 0.8129928708076477, -0.4305901527404785, 0.8893623352050781, 0.48799625039100647, 0.22693003714084625, 1.9606690406799316, 1.120222806930542, 0.24665109813213348, 0.3932788074016571, 0.6538475751876831, -0.34413406252861023, 0.25387275218963623, -1.140624761581421, -0.35701146721839905, -0.21501803398132324, 1.1387497186660767, 0.0008707837550900877]]"
